pair_key,substance_a_id,substance_b_id,exact_chunk_count,class_level_chunk_count,total_chunk_count,source_count,source_ids,source_titles,exact_chunk_ids,class_level_chunk_ids,all_chunk_ids
cannabis|maoi_pharma,cannabis,maoi_pharma,7,14,21,5,barnett_2025;gillman_2023;lindsey_2012;malcolm_2023;rached_2026,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Drug Interactions between Common Illicit Drugs and Prescription Therapies | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine | Monoamine oxidase inhibitors and clinically relevant drug interactions | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances",barnett_2025::chunk::0de876d321a0;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8;rached_2026::chunk::e1501678f2e5;rached_2026::chunk::e96a887142ce;rached_2026::chunk::f3935f82299a,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,barnett_2025::chunk::0de876d321a0;gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721;rached_2026::chunk::89e8183c85b8;rached_2026::chunk::e1501678f2e5;rached_2026::chunk::e96a887142ce;rached_2026::chunk::f3935f82299a
cannabis|mdma,cannabis,mdma,5,4,9,4,cohen_2021;lindsey_2012;rached_2026;schmid_2015_a,"Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Drug Interactions between Common Illicit Drugs and Prescription Therapies | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances",cohen_2021::chunk::1fbe6f25d058;cohen_2021::chunk::68ad620e4828;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,cohen_2021::chunk::1fbe6f25d058;cohen_2021::chunk::68ad620e4828;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8;schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
cannabis|mescaline_peyote,mescaline_peyote,cannabis,0,0,0,0,,,,,
cannabis|methylphenidate,cannabis,methylphenidate,0,0,0,0,,,,,
cannabis|nbome_series,cannabis,nbome_series,0,0,0,0,,,,,
cannabis|ndri_bupropion,cannabis,ndri_bupropion,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
cannabis|nn_dmt,nn_dmt,cannabis,0,5,5,2,malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595
cannabis|psilocybin,cannabis,psilocybin,1,1,2,2,barnett_2025;halman_2024,"Drug-drug interactions involving classic psychedelics: A systematic review | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine",barnett_2025::chunk::0de876d321a0,halman_2024::chunk::3034cb6a7fd1,barnett_2025::chunk::0de876d321a0;halman_2024::chunk::3034cb6a7fd1
cannabis|salvia,salvia,cannabis,0,0,0,0,,,,,
cannabis|serotonergic_opioids,cannabis,serotonergic_opioids,4,0,4,3,cohen_2021;lindsey_2012;rached_2026,Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Drug Interactions between Common Illicit Drugs and Prescription Therapies | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances,cohen_2021::chunk::1fbe6f25d058;cohen_2021::chunk::68ad620e4828;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8,,cohen_2021::chunk::1fbe6f25d058;cohen_2021::chunk::68ad620e4828;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8
cannabis|snri,cannabis,snri,0,0,0,0,,,,,
cannabis|ssri,cannabis,ssri,1,0,1,1,lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies,lindsey_2012::chunk::6d1b8e28126d,,lindsey_2012::chunk::6d1b8e28126d
cannabis|tobacco_rape,tobacco_rape,cannabis,2,1,3,3,cohen_2021;rached_2026;schmid_2015_a,"Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances",cohen_2021::chunk::1fbe6f25d058;rached_2026::chunk::89e8183c85b8,schmid_2015_a::chunk::39c967e598af,cohen_2021::chunk::1fbe6f25d058;rached_2026::chunk::89e8183c85b8;schmid_2015_a::chunk::39c967e598af
cannabis|tricyclic_ad,cannabis,tricyclic_ad,1,0,1,1,lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies,lindsey_2012::chunk::6d1b8e28126d,,lindsey_2012::chunk::6d1b8e28126d
cannabis|two_c_x,cannabis,two_c_x,0,0,0,0,,,,,
cannabis|yopo,yopo,cannabis,0,0,0,0,,,,,
clonidine_guanfacine|clonidine_guanfacine,clonidine_guanfacine,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|cocaine,cocaine,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|dox,dox,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|five_meo_dmt,five_meo_dmt,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|iboga,clonidine_guanfacine,iboga,0,0,0,0,,,,,
clonidine_guanfacine|kambo,kambo,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|ketamine,ketamine,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|lamotrigine,lamotrigine,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|lithium,lithium,clonidine_guanfacine,0,1,1,1,gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions,,gillman_2023::chunk::12fd6d056da6,gillman_2023::chunk::12fd6d056da6
clonidine_guanfacine|lsd,lsd,clonidine_guanfacine,0,3,3,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709
clonidine_guanfacine|maoi_pharma,maoi_pharma,clonidine_guanfacine,0,14,14,2,gillman_2023;malcolm_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Monoamine oxidase inhibitors and clinically relevant drug interactions",,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721
clonidine_guanfacine|mdma,mdma,clonidine_guanfacine,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
clonidine_guanfacine|mescaline_peyote,mescaline_peyote,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|methylphenidate,methylphenidate,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|nbome_series,nbome_series,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|ndri_bupropion,ndri_bupropion,clonidine_guanfacine,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
clonidine_guanfacine|nn_dmt,nn_dmt,clonidine_guanfacine,0,5,5,2,malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595
clonidine_guanfacine|psilocybin,psilocybin,clonidine_guanfacine,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::3034cb6a7fd1,halman_2024::chunk::3034cb6a7fd1
clonidine_guanfacine|salvia,salvia,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|serotonergic_opioids,serotonergic_opioids,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|snri,snri,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|ssri,ssri,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|tobacco_rape,tobacco_rape,clonidine_guanfacine,0,1,1,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::39c967e598af,schmid_2015_a::chunk::39c967e598af
clonidine_guanfacine|tricyclic_ad,tricyclic_ad,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|two_c_x,two_c_x,clonidine_guanfacine,0,0,0,0,,,,,
clonidine_guanfacine|yopo,yopo,clonidine_guanfacine,0,0,0,0,,,,,
clonidine|clonidine,clonidine,clonidine,0,0,0,0,,,,,
clonidine|cocaine,cocaine,clonidine,0,0,0,0,,,,,
clonidine|dox,dox,clonidine,0,0,0,0,,,,,
clonidine|five_meo_dmt,five_meo_dmt,clonidine,0,0,0,0,,,,,
clonidine|iboga,clonidine,iboga,0,0,0,0,,,,,
clonidine|kambo,kambo,clonidine,0,0,0,0,,,,,
clonidine|ketamine,ketamine,clonidine,0,0,0,0,,,,,
clonidine|lamotrigine,lamotrigine,clonidine,0,0,0,0,,,,,
clonidine|lithium,lithium,clonidine,0,1,1,1,gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions,,gillman_2023::chunk::12fd6d056da6,gillman_2023::chunk::12fd6d056da6
clonidine|lsd,lsd,clonidine,0,3,3,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709
clonidine|maoi_pharma,maoi_pharma,clonidine,0,14,14,2,gillman_2023;malcolm_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Monoamine oxidase inhibitors and clinically relevant drug interactions",,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721
clonidine|mdma,mdma,clonidine,0,0,0,0,,,,,
clonidine|mescaline_peyote,mescaline_peyote,clonidine,0,0,0,0,,,,,
clonidine|methylphenidate,methylphenidate,clonidine,0,0,0,0,,,,,
clonidine|nbome_series,nbome_series,clonidine,0,0,0,0,,,,,
clonidine|ndri_bupropion,ndri_bupropion,clonidine,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
clonidine|nn_dmt,nn_dmt,clonidine,0,5,5,2,malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595
clonidine|psilocybin,psilocybin,clonidine,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::3034cb6a7fd1,halman_2024::chunk::3034cb6a7fd1
clonidine|salvia,salvia,clonidine,0,0,0,0,,,,,
clonidine|serotonergic_opioids,serotonergic_opioids,clonidine,0,0,0,0,,,,,
clonidine|snri,snri,clonidine,0,0,0,0,,,,,
clonidine|ssri,ssri,clonidine,0,0,0,0,,,,,
clonidine|tobacco_rape,tobacco_rape,clonidine,0,1,1,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::39c967e598af,schmid_2015_a::chunk::39c967e598af
clonidine|tricyclic_ad,tricyclic_ad,clonidine,0,0,0,0,,,,,
clonidine|two_c_x,two_c_x,clonidine,0,0,0,0,,,,,
clonidine|yopo,yopo,clonidine,0,0,0,0,,,,,
cocaine|cocaine,cocaine,cocaine,0,0,0,0,,,,,
cocaine|dox,cocaine,dox,0,0,0,0,,,,,
cocaine|five_meo_dmt,five_meo_dmt,cocaine,0,0,0,0,,,,,
cocaine|guanfacine,cocaine,guanfacine,0,0,0,0,,,,,
cocaine|iboga,cocaine,iboga,2,0,2,1,knuijver_2020,Safety of ibogaine administration in detoxification of opioid-dependent individuals: a descriptive open-label observational study,knuijver_2020::chunk::4e75fd2dabae;knuijver_2020::chunk::b7bbfb76393a,,knuijver_2020::chunk::4e75fd2dabae;knuijver_2020::chunk::b7bbfb76393a
cocaine|kambo,kambo,cocaine,0,0,0,0,,,,,
cocaine|ketamine,cocaine,ketamine,1,0,1,1,lindsey_2012,Drug Interactions between Common Illicit Drugs and Prescription Therapies,lindsey_2012::chunk::5157e31148e1,,lindsey_2012::chunk::5157e31148e1
cocaine|lamotrigine,cocaine,lamotrigine,0,0,0,0,,,,,
cocaine|lithium,cocaine,lithium,1,1,2,2,baldo_2018;gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions | Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects,baldo_2018::chunk::1e917052d16f,gillman_2023::chunk::12fd6d056da6,baldo_2018::chunk::1e917052d16f;gillman_2023::chunk::12fd6d056da6
cocaine|lsd,lsd,cocaine,1,3,4,3,baldo_2018;halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects | Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects",baldo_2018::chunk::1e917052d16f,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,baldo_2018::chunk::1e917052d16f;halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709
cocaine|maoi_pharma,maoi_pharma,cocaine,4,14,18,4,gillman_2023;lindsey_2012;malcolm_2023;rached_2026,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Drug Interactions between Common Illicit Drugs and Prescription Therapies | Monoamine oxidase inhibitors and clinically relevant drug interactions | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances",lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::ccb7ce6fdd3e;rached_2026::chunk::f0b8f4bd20a9,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721;rached_2026::chunk::ccb7ce6fdd3e;rached_2026::chunk::f0b8f4bd20a9
cocaine|mdma,cocaine,mdma,4,4,8,3,lindsey_2012;rached_2026;schmid_2015_a,"Drug Interactions between Common Illicit Drugs and Prescription Therapies | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances",lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;lindsey_2012::chunk::6d1b8e28126d;rached_2026::chunk::f0b8f4bd20a9,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,lindsey_2012::chunk::22a1efbbd284;lindsey_2012::chunk::5157e31148e1;lindsey_2012::chunk::6d1b8e28126d;rached_2026::chunk::f0b8f4bd20a9;schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
cocaine|mescaline_peyote,mescaline_peyote,cocaine,0,0,0,0,,,,,
cocaine|methylphenidate,methylphenidate,cocaine,0,0,0,0,,,,,
cocaine|nbome_series,cocaine,nbome_series,0,0,0,0,,,,,
cocaine|ndri_bupropion,ndri_bupropion,cocaine,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
